computers,1098.34054129464,203
small_appliances_home_oven_and_coffee,624.2856589493,76
home_appliances_2,476.124957413233,238
agro_industry_and_commerce,342.12485754265,212
musical_instruments,281.616000071694,680
small_appliances,280.778468330057,679
fixed_telephony,225.693181697166,264
construction_tools_safety,208.992369818933,194
watches_gifts,201.135983566911,5991
air_conditioning,185.269224629258,297
furniture_bedroom,183.750274736947,109
cool_stuff,167.357969361688,3796
kitchen_dining_laundry_garden_furniture,164.869644212553,281
office_furniture,162.011059206664,1691
music,158.798683430019,38
construction_tools_construction,155.734757668364,929
costruction_tools_tools,154.407281347849,103
industry_commerce_and_business,148.020932944853,268
la_cuisine,146.784999847412,14
security_and_services,141.644996643066,2
auto,139.957523189723,4235
audio,139.254119836367,364
consoles_games,138.491838529431,1137
home_construction,137.563112276279,604
furniture_living_room,137.011053343179,503
construction_tools_lights,135.131579417931,304
home_confort,134.958618518944,434
baby,134.344172932312,3065
health_beauty,130.163530606962,9670
luggage_accessories,128.598882591331,1092
toys,117.548360567114,4117
perfumery,116.737311665305,3419
computers_accessories,116.513902830989,7827
art,115.802105153006,209
furniture_mattress_and_upholstery,114.949473230462,38
sports_leisure,114.34428525509,8641
garden_tools,111.630196003138,4347
pet_shop,110.074684149679,1947
signaling_and_security,108.086583362752,199
costruction_tools_garden,108.049958333248,238
party_supplies,104.306511768075,43
home_appliances,103.983826453584,771
cine_photo,96.2980549732844,72
dvds_blu_ray,93.7404684722424,64
bed_bath_table,93.2963274885822,11115
stationery,91.7533690397068,2517
market_place,91.2490998050408,311
housewares,90.7881477413199,6964
tablets_printing_image,90.7037354894431,83
fashion_shoes,89.9342363808901,262
furniture_decor,87.564493916033,8334
books_general_interest,84.7321528560645,553
fashion_male_clothing,81.8016669244477,132
books_imported,77.3308332125346,60
arts_and_craftmanship,75.5837502082189,24
fashion_bags_accessories,75.2454654875792,2031
fashion_underwear_beach,72.8362603223961,131
books_technical,71.520824375224,267
fashion_childrens_clothes,71.2312502861023,8
telephony,71.2139778641847,4545
fashion_sport,70.6503339767456,30
drinks,59.1786280961653,379
fashio_female_clothing,58.4091668923696,48
electronics,57.9135306860335,2767
food,57.6341371835447,510
christmas_supplies,57.5216998212478,153
food_drink,54.602446219904,278
cds_dvds_musicals,52.1428571428571,14
diapers_and_hygiene,40.1946151929024,39
flowers,33.6375759587143,33
home_comfort_2,25.3423332214355,30
